Collection,SKU,Image,Barcode ,Products Name (TH),Products name (Eng),ราคาขายแนะนำ,RSP,ราคาทุน,Color ,Size,"Weight (G.)
น้ำหนัก","Width (Cm.)
กว้าง","Lenght (Cm.)
ยาว","height (Cm.)
สูง","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
30-50","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
51-100","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
101",Categories,Sub Category,Description (ภาษาไทย),Description,Ratings,"Shelf Life 
(Year)"
,OTS-06-00SR,,8859771510254,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ไอ้อ้วน สีชมพู, Size S","""Tie-dye-patterned couple
 shirts for pet""I ouen,Pink , Size S",390.00,11.99,110.00,Pink,S,49 g,42.0,26.0,26,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-00MR,,8859771510179,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ไอ้อ้วน สีชมพู, Size M","""Tie-dye-patterned couple
 shirts for pet""I ouen,Pink , Size M",390.00,11.99,123.05,Pink,M,51 g,46.0,27.0,27,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-00LR,,8859771510094,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ไอ้อ้วน สีชมพู, Size L","""Tie-dye-patterned couple
 shirts for pet""I ouen,Pink , Size L",390.00,11.99,123.05,Pink,L,66 g,56.0,30.0,30,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-0XLR,,8859771510339,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ไอ้อ้วน สีชมพู, Size XL","""Tie-dye-patterned couple
 shirts for pet""I ouen,Pink , Size XL",390.00,11.99,123.05,Pink,XL,89 g,66.0,38.0,38,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-2XLR,,8859771510407,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ไอ้อ้วน สีชมพู, Size 2XL","""Tie-dye-patterned couple
 shirts for pet""I ouen,Pink , Size 2XL",390.00,11.99,123.05,Pink,2XL,109 g,76.0,42.0,42,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-3XLR,,8859771510476,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ไอ้อ้วน สีชมพู, Size 3XL","""Tie-dye-patterned couple
 shirts for pet""I ouen,Pink , Size 3XL",390.00,11.99,123.05,Pink,3XL,142 g,90.0,45.0,45,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-00SM,,8859771510247,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ภาระ สีเรนโบว์, Size S","""Tie-dye-patterned couple
 shirts for pet""Phara,Rainbow , Size S",390.00,11.99,123.05,Rainbow,S,49 g,42.0,26.0,26,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-00MM,,8859771510162,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ภาระ สีเรนโบว์, Size M","""Tie-dye-patterned couple
 shirts for pet""Phara,Rainbow , Size M",390.00,11.99,123.05,Rainbow,M,51 g,46.0,27.0,27,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-00LM,,8859771510087,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ภาระ สีเรนโบว์, Size L","""Tie-dye-patterned couple
 shirts for pet""Phara,Rainbow , Size L",390.00,11.99,123.05,Rainbow,L,66 g,56.0,30.0,30,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-0XLM,,8859771510322,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ภาระ สีเรนโบว์, Size XL","""Tie-dye-patterned couple
 shirts for pet""Phara,Rainbow , Size XL",390.00,11.99,123.05,Rainbow,XL,89 g,66.0,38.0,38,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-2XLM,,8859771510391,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ภาระ สีเรนโบว์, Size 2XL","""Tie-dye-patterned couple
 shirts for pet""Phara,Rainbow , Size 2XL",390.00,11.99,123.05,Rainbow,2XL,109 g,76.0,42.0,42,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-3XLM,,8859771510469,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ภาระ สีเรนโบว์, Size 3XL","""Tie-dye-patterned couple
 shirts for pet""Phara,Rainbow , Size 3XL",390.00,11.99,123.05,Rainbow,3XL,142 g,90.0,45.0,45,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,5,2
,OTS-06-00SG,,8859771510216,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - สัตว์สงวน สีเขียว, Size S","""Tie-dye-patterned couple
 shirts for pet""Sat Saguan"",Green , Size S",390.00,11.99,123.05,Green,S,49 g,42.0,26.0,26,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-00MG,,8859771510131,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - สัตว์สงวน สีเขียว, Size M","""Tie-dye-patterned couple
 shirts for pet""Sat Saguan"",Green , Size M",390.00,11.99,123.05,Green,M,51 g,46.0,27.0,27,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-00LG,,8859771510056,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - สัตว์สงวน สีเขียว, Size L","""Tie-dye-patterned couple
 shirts for pet""Sat Saguan"",Green , Size L",390.00,11.99,123.04,Green,L,66 g,56.0,30.0,30,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-0XLG,,8859771510292,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - สัตว์สงวน สีเขียว, Size XL","""Tie-dye-patterned couple
 shirts for pet""Sat Saguan"",Green , Size XL",390.00,11.99,123.05,Green,XL,89 g,66.0,38.0,38,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-2XLG,,8859771510377,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - สัตว์สงวน สีเขียว, Size 2XL","""Tie-dye-patterned couple
 shirts for pet""Sat Saguan"",Green , Size 2XL",390.00,11.99,123.05,Green,2XL,109 g,76.0,42.0,42,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-3XLG,,8859771510445,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - สัตว์สงวน สีเขียว, Size 3XL","""Tie-dye-patterned couple
 shirts for pet""Sat Saguan"",Green , Size 3XL",390.00,11.99,123.05,Green,3XL,142 g,90.0,45.0,45,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-00SB,,8859771510186,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ชีวิตสู้กลับ สีดำ, Size S","""Tie-dye-patterned couple
 shirts for pet""Chewit Sugab"",Black , Size S",390.00,11.99,123.00,Black,S,49 g,42.0,26.0,26,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-00MB,,8859771510100,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ชีวิตสู้กลับ สีดำ, Size M","""Tie-dye-patterned couple
 shirts for pet""Chewit Sugab"",Black , Size M",390.00,11.99,123.05,Black,M,51 g,46.0,27.0,27,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-00LB,,8859771510025,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ชีวิตสู้กลับ สีดำ, Size L","""Tie-dye-patterned couple
 shirts for pet""Chewit Sugab"",Black , Size L",390.00,11.99,123.05,Black,L,66 g,56.0,30.0,30,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-0XLB,,8859771510261,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ชีวิตสู้กลับ สีดำ, Size XL","""Tie-dye-patterned couple
 shirts for pet""Chewit Sugab"",Black , Size XL",390.00,11.99,123.05,Black,XL,89 g,66.0,38.0,38,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-2XLB,,8859771510346,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ชีวิตสู้กลับ สีดำ, Size 2XL","""Tie-dye-patterned couple
 shirts for pet""Chewit Sugab"",Black , Size 2XL",390.00,11.99,123.05,Black,2XL,109 g,76.0,42.0,42,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
,OTS-06-3XLB,,8859771510414,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อม - ชีวิตสู้กลับ สีดำ, Size 3XL","""Tie-dye-patterned couple
 shirts for pet""Chewit Sugab"",Black , Size 3XL",390.00,11.99,123.05,Black,3XL,142 g,90.0,45.0,45,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,4,2
"Tie Dye Patterned 
Couple Pet and Parent 
Eng Ver.",OTS-08-00SH,,8859771518816,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size S",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size S,390.00,11.99,97.27,Purple,S,41,48.0,26.0,26.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,"New collection เสื้อคู่มัดย้อม เสื้อคู่คนXสัตว์เลี้ยง เสื้อมัดย้อม สกรีนลาย ver.eng
เนื้อผ้าเย็น ไม่ยับง่าย สีสันสดใส สีไม่ตกค่ะ
เสื้อมัดย้อมสกรีนลายอินเตอร์ กับคำคู่สุดเก๋ เหมาะกับคนและสัตว์เลี้ยง

สกรีนลาย(เฉพาะเสื้อสัตว์เลี้ยง)
- Foodaholic
- Eat Sleep Repeat
- Pawsome
- Always on Vacay

ไซซ์สินค้าเช็คบนภาพสินค้าได้เลยค่ะ
📍 ราคาส่ง ราคาพิเศษ ทักแชทมาได้ค่ะ ","Description:
Give your furry friend a fashionable makeover with our Pawsome Tie-Dye Pet Shirt Collection. Designed to add a pop of color and personality to your pet's wardrobe, each shirt in this collection is a unique blend of vibrant hues and comfortable fit. Available in 8 charming iterations, there's a perfect design for every pet's personality and style.

Key Features:

Handcrafted Uniqueness: Each pet shirt is hand-dyed, ensuring every piece is a one-of-a-kind creation. Celebrate your pet's individuality with a truly unique shirt.

Soft and Comfortable Fabric: Made from high-quality, breathable cotton, these shirts provide ultimate comfort for your pet, making them perfect for daily wear.

Bright and Lasting Colors: Our tie-dye process ensures rich, vibrant colors that stay bright and beautiful, even after multiple washes.

Pet-Friendly Dyes: We use non-toxic, pet-safe dyes to ensure your furry friend's safety and well-being.

Easy to Wear: Designed with a relaxed fit and easy on-and-off design, these shirts are hassle-free for both you and your pet.

Durable and Machine Washable: These shirts are built to withstand your pet's adventures and are easy to clean, maintaining their vivid colors and softness.

Available Sizes: Offered in a variety of sizes to fit pets of all shapes and breeds, from small kittens to large dogs.

Charming Designs: Choose from 4 delightful tie-dye patterns, each named to reflect their unique charm:

- Foodaholic
- Eat Sleep Repeat
- Pawsome
- Always on Vacay",3,2
,OTS-08-00MH,,8859771518823,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size M",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size M,390.00,11.99,102.27,Purple,M,44,56.0,26.0,26.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-00LH,,8859771518830,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size L",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size L,390.00,11.99,102.27,Purple,L,59,70.0,29.0,29.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-0XLH,,8859771518847,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size XL",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size XL,390.00,11.99,112.27,Purple,XL,79,76.0,38.0,38.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-2XLH,,8859771518854,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size 2XL",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size 2XL,390.00,11.99,122.27,Purple,2XL,97,90.0,42.0,42.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-3XLH,,8859771518861,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size 3XL",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size 3XL,390.00,11.99,127.27,Purple,3XL,115,110.0,48.0,48.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-4XLH,,8859771518878,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Foodaholic สีม่วง, Size 4XL",Tie-dye T-shirt english version for pet- - Foodaholic Purple Size 4XL,390.00,11.99,127.27,Purple,4XL,144,44.0,50.0,50.0,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-00SF,,8859771518885,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size S","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size S",390.00,11.99,97.27,Yellow,S,41,48.0,26.0,26,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-00MF,,8859771518892,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size M","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size M",390.00,11.99,102.27,Yellow,M,44,56.0,26.0,26,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-00LF,,8859771518908,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size L","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size L",390.00,11.99,102.27,Yellow,L,59,70.0,29.0,29,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-0XLF,,8859771518915,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size XL","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size XL",390.00,11.99,112.27,Yellow,XL,79,76.0,38.0,38,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-2XLF,,8859771518922,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size 2XL","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size 2XL",390.00,11.99,122.27,Yellow,2XL,97,90.0,42.0,42,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-3XLF,,8859771518939,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size 3XL","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size 3XL",390.00,11.99,127.27,Yellow,3XL,115,110.0,48.0,48,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
,OTS-08-4XLF,,8859771518946,"เสื้อสัตว์เลี้ยง - เสื้อคู่ผ้ามัดย้อมภาษาอังกฤษ - Eat Sleep Repeat สีเหลือง, Size 4XL","Tie-dye T-shirt english version for pet-Eat Sleep Repeat Yellow, Size 4XL",390.00,11.99,127.27,Yellow,4XL,144,44.0,50.0,50,273.36,19.14,292.5,7.99,0.56,8.55,25%,255.14,17.86,273.00,7.29,0.51,7.8,30%,236.92,16.58,253.5,6.77,0.47,7.2,35%,Shirt,,,,3,2
